id,title,clean_title,category,year,author,advisor,url,abstract_snippet
90,EVALUASI USABILITY DAN PERANCANGAN USER INTERFACE (UI) / USER EXPERIENCE (UX) MENGGUNAKAN METODE HEURISTIC EVALUATION DAN SYSTEM USABILITY SCALE (SUS) (Studi Kasus : Website Helpdesk ITERA),evaluasi usability dan perancangan user interface ui user experience ux menggunakan metode heuristic evaluation dan system usability scale sus studi kasus website helpdesk itera,Teknik Informatika,2021,Dzaky Dhimast Rusdianto,"Andre Febrianto, S.Kom., M.Eng.",https://repo.itera.ac.id/depan/submission/SB2106030023,Institut Teknologi Sumatera merupakan salah satu institusi pendidikan yang memanfaatkan perkembangan TI untuk mencapai visi misinya melalui salah satu Unit Pelaksana Teknik (UPT) Teknologi Informasi dan Komunikasi (TIK) dengan cara membuat website pengaduan masalah yang ada dikampus dengan alamat he...
91,Evaluasi Usability dan Perancangan User Interface pada Aplikasi Mobile Massive Open Online Course (MOOC) Vokasiku dengan menggunakan Metode Think Aloud,evaluasi usability dan perancangan user interface pada aplikasi mobile massive open online course mooc vokasiku dengan menggunakan metode think aloud,Teknik Informatika,2021,Andhini Rahma Santoso,"Meida Cahyo Untoro S.Si., M.Kom",https://repo.itera.ac.id/depan/submission/SB2201310011,"Vokasiku adalah aplikasi mobile yang menyediakan layanan tes sertifikasi, kursus online, penyedia informasi seputar beasiswa dan lowongan kerj. Aplikasi Vokasiku baru dirilis pada 27 April 2020, aplikasi ini tergolong baru sehingga penggunanya belum banyak dan masih perlu adanya pengembangan. Salah ..."
92,EVALUASI USER INTERFACE DAN USER EXPERIENCE PADA APLIKASI DOMPET DIGITAL MENGGUNAKAN QUESTIONNAIRE FOR USER INTERFACE SATISFACTION DAN MECUE QUESTIONNAIRE (Studi Komparatif Terhadap OVO dan DANA),evaluasi user interface dan user experience pada aplikasi dompet digital menggunakan questionnaire for user interface satisfaction dan mecue questionnaire studi komparatif terhadap ovo dan dana,Teknik Informatika,2021,Nur Anggraheni,"Andre Febrianto S.Kom.,MEng",https://repo.itera.ac.id/depan/submission/SB2109050004,"Evaluasi User Interface dan User Experience Pada Dompet Digital Menggunakan Questionnaire For User Interface Satisfaction dan MeCUE Questionnaire (Studi Komparatif Terhadap OVO dan DANA) Nur Anggraheni 14117088 Pembimbing Andre Febrianto, S.Kom.,M.Eng ABSTRAK Terdapat beberapa hal yang mempen..."
93,Evaluasi User Interface dan User Experience Pada Layanan Video on Demand dengan Menggunakan Eight Golden Rules dan HEART Metrics (Studi kasus: Viu dan Iflix),evaluasi user interface dan user experience pada layanan video on demand dengan menggunakan eight golden rules dan heart metrics studi kasus viu dan iflix,Teknik Informatika,2021,Erawati,"Andre Febrianto, S.Kom., M.Eng.",https://repo.itera.ac.id/depan/submission/SB2109020020,"Pada suatu aplikasi terdapat beberapa hal yang mempengaruhi kepuasan pengguna untuk terus menggunakan aplikasi tersebut, diantaranya yaitu user interface dan user experience. Penelitian ini bertujuan untuk membandingkan tingkat user experience dan user interface dari aplikasi video on demand Viu dan..."
94,GAME EDUKASI SEJARAH KEBANGSAAN DENGAN METODE MULTIMEDIA DEVELOPMENT LIFE CYCLE MENGGUNAKAN UNITY (Studi Kasus: SDN 1 Sidodadi Asri),game edukasi sejarah kebangsaan dengan metode multimedia development life cycle menggunakan unity studi kasus sdn 1 sidodadi asri,Teknik Informatika,2023,Frinaldo Sinaga,"Ir. Mugi Praseptiawan, S.T., M.Kom",https://repo.itera.ac.id/depan/submission/SB2309280006,"Perkembangan teknologi modern telah memberikan dampak signifikan pada berbagai aspek kehidupan, termasuk pendidikan. Pendidikan bukan hanya tentang ilmu pengetahuan, tetapi juga mencakup pembentukan karakter dan nilai-nilai moral. Pendidikan karakter, termasuk patriotisme dan wawasan kebangsaan, san..."
95,Gerbang Masuk Otomatis untuk Pemeriksaan Suhu Tubuh dan Kepatuhan Penggunaan Masker (Studi Kasus: Protokol Normal Baru Di Institut Teknologi Sumatera),gerbang masuk otomatis untuk pemeriksaan suhu tubuh dan kepatuhan penggunaan masker studi kasus protokol normal baru di institut teknologi sumatera,Teknik Informatika,2021,Rivaldo Fernandes,"Martin Clinton Tosima Manullang, S.T.,M.T.",https://repo.itera.ac.id/depan/submission/SB2102050018,Virus COVID-19 merupakan virus yang menyebabkan penyakit pada manusia ataupun pada hewan. Virus ini menyebar dengan sangat cepat melalui kontak fisik maupun media lainnya dalam jarak yang sangat dekat. Badan Kesehatan Dunia (WHO) menetapkan virus COVID-19 sebagai pandemi global yang memerlukan penan...
96,IDENTIFIKASI ACUTE LIMPHOBLASTIC LEUKEMIA MENGGUNAKAN ALGORITMA K-NEAREST NEIGHBOR DENGAN EKSTRAKSI FITUR BENTUK DAN TEKSTUR,identifikasi acute limphoblastic leukemia menggunakan algoritma k nearest neighbor dengan ekstraksi fitur bentuk dan tekstur,Teknik Informatika,2023,Nuril Humaya,"Andika Setiawan, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2301160030,"Acute Limphoblastic Leukemia (ALL) adalah jenis penyakit kanker sel darah putih yang paling banyak mengenai anak dibawah usia 15 tahun. Leukemia di sebabkan oleh sel darah putih yang diproduksi secara berlebihan pada tubuh manusia sehingga tidak terkontrol. Jika dilihat secara kasat mata, citr..."
97,Identifikasi Ekspresi Wajah Menggunakan Convolutional Neural Network,identifikasi ekspresi wajah menggunakan convolutional neural network,Teknik Informatika,2023,Della Salsabila,"Andika Setiawan, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2309210030,"Ekspresi wajah merupakan salah satu bentuk komunikasi nonverbal yang dapat mengungkapkan keadaan emosi seseorang kepada pengamat. Emosi adalah bagian yang sulit diketahui secara langsung. Dalam bidang humaniora seperti psikologi, HRD, dan petugas investigasi dari pihak kepolisian sering mengalami k..."
98,Identifikasi Kalimat Penting untuk Ekstraksi Informasi 5W1H pada Teks Berita dengan Sequence Labeling,identifikasi kalimat penting untuk ekstraksi informasi 5w1h pada teks berita dengan sequence labeling,Teknik Informatika,2017,Najib Darmawan (14113001),"Dr. Masayu Leylia Khodra S.T., M.T.",https://repo.itera.ac.id/depan/submission/SB1803210007,"Ekstraksi Informasi 5W1H mengidentifikasi siapa melakukan apa, kapan, dimana, mengapa, dan bagaimana. Suatu teks berita perlu distrukturkan sehingga akan didapatkan pemahaman yang lebih baik terhadap teks berita itu sendiri. Melabeli teks berita Bahasa Indonesia dengan menggunakan notasi BIO (Beg..."
99,Identifikasi Karakter Nomor Polisi Pada Plat Kendaraan Menggunakan Convolutional Neural Networks (CNN),identifikasi karakter nomor polisi pada plat kendaraan menggunakan convolutional neural networks cnn,Teknik Informatika,2021,Miftakhul Aziz,"Dr. Masayu Leylia Khodra, S.T., M.T.",https://repo.itera.ac.id/depan/submission/SB2102010016,Indonesia merupakan negara berkembang yang memiliki tingkat populasi kendaraan cukup banyak dengan peningkatan yang signifikan setiap tahunnya. Dalam setiap kendaraan bermotor seperti mobil atau roda dua diwajibkan memiliki sebuah tanda pengenal berupa plat atau Tanda Nomor Kendaraan Bermotor (T...
100,Identifikasi Kejenuhan dari Ekspresi Wajah Menggunakan Transfer Learning,identifikasi kejenuhan dari ekspresi wajah menggunakan transfer learning,Teknik Informatika,2022,Jefri Manurung,"Andika Setiawan, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2206050029,"Semula kegiatan belajar mengajar dilakukan dengan tatap muka di ruangan yang sudah disediakan, namun kini beralih secara daring. Pembelajaran daring memberikan dampak terhadap kejenuhan belajar siswa, dimana hal tersebut diketahui melalui indikator-indikator dari aspek kelelahan emosi, kelelahan fis..."
101,Identifikasi Mineral Kasiterit Pada Citra Mikroskop Menggunakan Model Mask R-CNN,identifikasi mineral kasiterit pada citra mikroskop menggunakan model mask r cnn,Teknik Informatika,2026,KEVIN NAUFAL DANY,"Martin Clinton Tosima Manullang, S.T., M.T., Ph.D.",https://repo.itera.ac.id/depan/submission/SB2602200095,"Identifikasi mineral kasiterit di Laboratorium Eksplorasi PT. Timah Tbk. saat ini masih mengandalkan metode konvensional Grain Counting Analysis (GCA) yang dilakukan secara manual menggunakan mikroskop. Metode ini memiliki keterbatasan seperti memerlukan waktu yang lama, bersifat subjektif, dan rent..."
102,Identifikasi Penyakit Bercak Daun Pada Tanaman Terung Menggunakan Ekstraksi Ciri Gray Level Co-Occurrence Matrix (GLCM) Dan Klasifikasi Support Vector Machine (SVM),identifikasi penyakit bercak daun pada tanaman terung menggunakan ekstraksi ciri gray level co occurrence matrix glcm dan klasifikasi support vector machine svm,Teknik Informatika,2021,Reza Pahlevi,"Andika Setiawan, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2106020039,Terung (Solanum melongena L.) merupakan salah satu tanaman sayur-sayuran yang banyak hidup di Indonesia yang berasal dari famili Solanaceae. Ada beberapa jenis penyakit yang dapat menyerang tanaman terung salah satunya yaitu penyakit bercak daun. Penyakit bercak daun pada tanaman terung disebabkan o...
103,Identifikasi Penyakit Daun Teh Menggunakan Metode You Only Look Once Versi 8 (YOLOv8),identifikasi penyakit daun teh menggunakan metode you only look once versi 8 yolov8,Teknik Informatika,2024,Wella Amanda,"Winda Yulita, M.Cs",https://repo.itera.ac.id/depan/submission/SB2408300029,"Pertanian adalah sektor penting di Indonesia, dengan teh sebagai salah satu komoditas unggulan. Sumatera Utara, khususnya PTPN IV di Bah-Butong, adalah daerah penghasil teh utama dengan rata-rata hasil panen 50-55 ton/hari. Tanaman teh rentan terhadap penyakit daun yang mempengaruhi kualitas dan ras..."
104,IDENTIFIKASI PENYAKIT PADA DAUN BIBIT KELAPA SAWIT DENGAN METODE DEEP LEARNING MENGGUNAKAN ARSITEKTUR ALEXNET,identifikasi penyakit pada daun bibit kelapa sawit dengan metode deep learning menggunakan arsitektur alexnet,Teknik Informatika,2025,BENEDICTUS BUDHI DHARMAWAN,"Meida Cahyo Untoro, S.Kom., M.Kom",https://repo.itera.ac.id/depan/submission/SB2505270084,"Kelapa sawit merupakan salah satu komoditas penting di Indonesia, namun budidayanya seringkali mengalami kendala akibat serangan penyakit pada daun sejak umur muda. Penyakit seperti bercak, menguning, menggulung, berkerut, dan berputar berpotensi menyebar sehingga dapat menghambat pertumbuhan. Prose..."
105,IDENTIFIKASI PENYAKIT PADA DAUN BIBIT KELAPA SAWIT DENGAN METODE DEEP LEARNING MENGGUNAKAN ARSITEKTUR RESNET-34,identifikasi penyakit pada daun bibit kelapa sawit dengan metode deep learning menggunakan arsitektur resnet 34,Teknik Informatika,2025,Tobyanto Putra Mandiri,"Meida Cahyo Untoro, S.Kom., M.Kom",https://repo.itera.ac.id/depan/submission/SB2505260022,"Kelapa sawit dengan nama latin Elaeis guinensis Jacq merupakan komoditas unggulan di Indonesia yang memiliki nilai ekonomi tinggi, namun pada tahap pembibitan seringkali terjadi masalah penyakit daun seperti bercak, berkerut, menggulung, menguning, dan berputar. Penanganan manual melalui observasi g..."
106,IMAGE TO TEXT MENGGUNAKAN INPUT KAMERA MOBILE DENGAN METODE LONG SHORT TERM MEMORY,image to text menggunakan input kamera mobile dengan metode long short term memory,Teknik Informatika,2021,Andi Ariyandi,"Andika Setiawan, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2106070024,"Kecenderungan menggunakan aplikasi mobile berbasis Android dalam berbagai bidang menjadikannya memiliki perkembangan yang begitu cepat. Serta, demi pemenuhan kebutuhan pengguna, maka dikembangkan aplikasi dengan tujuan yang umum hingga khusus. Salah satunya, aplikasi pengenalan karakter atau Optical..."
107,Implementasi Advanced Encryption Standard Dan Bit Plane Complexity Segmentation Pada Cover Album Musik,implementasi advanced encryption standard dan bit plane complexity segmentation pada cover album musik,Teknik Informatika,2023,M. Ammar Fadhila Ramadhan,"Ilham Firman Ashari, S.Kom., M.T.",https://repo.itera.ac.id/depan/submission/SB2309210032,"Data merupakan informasi yang sangat penting bagi sebuah organisasi atau individu. Data dapat berupa angka, teks, gambar, audio, atau video, dan dapat disimpan dalam berbagai media, seperti komputer, ponsel, atau cloud storage. Data tersebut terkadang bersifat sangat rahasia, dan salah satu cara unt..."
108,IMPLEMENTASI ALAT MONITORING KONDISI LAUT BERBASIS IOT DAN FUZZY TSUKAMOTO UNTUK KLASIFIKASI KEAMANAN LAUT (STUDI KASUS: TELUK KILUAN LAMPUNG),implementasi alat monitoring kondisi laut berbasis iot dan fuzzy tsukamoto untuk klasifikasi keamanan laut studi kasus teluk kiluan lampung,Teknik Informatika,2023,Andhika Wibawa Bhagaskara,"Andika Setiawan, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2307280008,"Kondisi laut merupakan salah satu faktor penting bagi nelayan dan masyarakat Teluk Kiluan dalam menjalankan aktivitas sehari-harinya. Meski begitu, kondisi laut seringkali tidak dapat diprediksi secara pasti dan berpotensi membahayakan manusia. Untuk dapat memprediksi kategori keamanan laut, terdapa..."
109,Implementasi Algoritma Anytime Dynamic A* Untuk Pathfinding Dalam Pengembangan Game 3D Top-Down Shooter,implementasi algoritma anytime dynamic a untuk pathfinding dalam pengembangan game 3d top down shooter,Teknik Informatika,2026,ZEDDHY RECCA FITRACIA,"Radhinka Bagaskara, S.Si.Kom., M.Si., M.Sc.",https://repo.itera.ac.id/depan/submission/SB2509200028,Pathfinding merupakan komponen krusial dalam game untuk menentukan jalur musuh secara efisien pada lingkungan dinamis. Penelitian ini mengimplementasikan algoritma Anytime Dynamic A* (AD*) pada game 3D Top-Down Shooter dengan memadukan adaptivitas D* Lite dan optimasi ARA*. Pengujian Black Box terha...
110,Implementasi Algoritma Content Based Filtering untuk Pembuatan Playlist Lagu Mood Positif dan Negatif,implementasi algoritma content based filtering untuk pembuatan playlist lagu mood positif dan negatif,Teknik Informatika,2021,Riadi Satiopa Batubara,"Mohamad Idris, S.Si., M.Sc .",https://repo.itera.ac.id/depan/submission/SB2106090053,"Berdasarkan data penggunaan layanan streaming audio yang meningkat pada tahun 2019 perlu diberikan layanan untuk memberikan rekomendasi lagu berdasarkan preferensi pengguna, salah satunya rekomendasi berdasarkan suasana hati lagu. Dalam merekomendasikan lagu berdasarkan suasana hati lagu, diperlukan..."
111,IMPLEMENTASI ALGORITMA DISCRETE COSINE TRANSFORM (DCT) DAN ALGORITMA KOMPRESI DEFLATE PADA STEGANOGRAFI CITRA DIGITAL,implementasi algoritma discrete cosine transform dct dan algoritma kompresi deflate pada steganografi citra digital,Teknik Informatika,2023,Rafly Rigan Nagachi,"Dr. Ir. Rinaldi Munir, M.T.",https://repo.itera.ac.id/depan/submission/SB2306050064,Steganografi adalah teknik yang ditujukan untuk menyembunyikan keberadaan pesan dan informasi dari pihak ketiga. Penelitian ini menerapkan teknik steganografi Discrete Cosine Transform (DCT) sebagai teknik penyisipan pesan pada citra digital. Proses penyisipan dilakukan dengan membandingkan 2 koefis...
112,IMPLEMENTASI ALGORITMA DISCRETE COSINE TRANSFORM MENGGUNAKAN KOMBINASI ADVANCED ENCRYPTION STANDARD DAN DEFLATE PADA STEGANOGRAFI CITRA DIGITAL,implementasi algoritma discrete cosine transform menggunakan kombinasi advanced encryption standard dan deflate pada steganografi citra digital,Teknik Informatika,2025,Alfha Ridho Akira,"Ilham Firman Ashari, S.Kom., M.T",https://repo.itera.ac.id/depan/submission/SB2505310010,Steganografi merupakan sebuah metode yang digunakan untuk menyembunyiikan keberadaan data atau informasi yang bersifat rahasia atau pribadi. Penelitian ini menggunakan teknik steganografi Discrete cosine transform (DCT) sebagai metode untuk memasukkan informasi atau data rahasia ke dalam gambar digi...
113,Implementasi Algoritma Extreme Gradient Boosting Dalam Mendeteksi Situs Phishing Menggunakan Optimasi Diversity Oriented Firefly Algorithm,implementasi algoritma extreme gradient boosting dalam mendeteksi situs phishing menggunakan optimasi diversity oriented firefly algorithm,Teknik Informatika,2024,Mohammad Al Muktabar,"Meida Cahyo Untoro, S.Kom., M.Kom",https://repo.itera.ac.id/depan/submission/SB2412200018,"Phishing merupakan salah satu kejahatan siber yang terus berkembang dengan melibatkan pembuatan situs web palsu untuk mencuri informasi pengguna. Serangan phishing semakin meningkat setiap tahun, terutama melalui media sosial, serangan ini menyebabkan kerugian finansial dan pencurian data pribadi. U..."
114,Implementasi Algoritma First Come First Served (FCFS) dan Priority Scheduling Pada Sistem Peminjaman Alat Musik Pada UKMBS Itera Menggunakan Pendekatan User Centered Design,implementasi algoritma first come first served fcfs dan priority scheduling pada sistem peminjaman alat musik pada ukmbs itera menggunakan pendekatan user centered design,Teknik Informatika,2021,Dewi Rahayu,"Martin C.T. Manullang, S.T., M.T",https://repo.itera.ac.id/depan/submission/SB2106080038,"Peminjaman merupakan suatu proses yang dilakukan oleh seseorang dalam jangka waktu tertentu sebelum memakai barang atau sesuatu yang bukan milik kita. Dalam melakukan peminjaman akan melibatkan data yang banyak, sehingga peminjaman yang dilakukan secara manual kemungkinan besar akan berbenturan. Pem..."
115,Implementasi Algoritma Freeman Chain Code dan Support Vector Machine (SVM) pada Identifikasi Aksara Lampung,implementasi algoritma freeman chain code dan support vector machine svm pada identifikasi aksara lampung,Teknik Informatika,2022,Pasha Abdul Khalid,"Mohamad Idris, S.Si., M.Sc.",https://repo.itera.ac.id/depan/submission/SB2201310074,"Aksara Lampung adalah salah satu warisan kebudayaan yang dimiliki oleh provinsi Lampung. Aksara Lampung terdiri dari 20 induk aksara Lampung. Pelestarian aksara Lampung yang dilakukan oleh pemerintah provisi Lampung yaitu memasukkan kurikulum bahasa Lampung dari sekolah hingga sekolah menengah, teta..."
116,IMPLEMENTASI ALGORITMA K-MEANS DALAM DATA MINING UNTUK CLUSTERING DATA COVID-19 GLOBAL,implementasi algoritma k means dalam data mining untuk clustering data covid 19 global,Teknik Informatika,2023,Rade Arthur Mangaratua Oktavianus,"Meida Cahyo Untoro S.Kom., M.Kom",https://repo.itera.ac.id/depan/submission/SB2305260008,"Coronavirus (COVID-19) adalah jenis virus baru yang terdeteksi pada manusia di provinsi Wuhan, Tiongkok, pada Desember 2019 dan telah menyebar ke lebih dari 190 negara. Patogen ini dikenal sebagai penyakit coronavirus 2019 (COVID-19), yang disebabkan oleh sindrom pernapasan akut coronavirus-2 (SAR..."
117,Implementasi Algoritma K-NN dan Ektraksi Ciri ORB Pada Aplikasi Pengenalan Relief Candi (Studi Kasus: Candi Borobudur),implementasi algoritma k nn dan ektraksi ciri orb pada aplikasi pengenalan relief candi studi kasus candi borobudur,Teknik Informatika,2022,Rana Diastri Zahrina,"Andika Setiawan, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2208180003,Candi Borobudur merupakan candi Budha yang terkenal di Indonesia sebagai tujuan wisata.Candi ini memiliki 1.460 relief serta 504 arca Budha yang mana setiap reliefnya memiliki infromasi dan cerita yang berbeda-beda. Jumlah relief yang tidak sedikit membuat banyak wisatawan yang tidak mengetahui ceri...
118,IMPLEMENTASI ALGORITMA SUPPORT VECTOR MACHINE PADA KLASIFIKASI KELAPARAN IKAN NILA (Oreochromis niloticus),implementasi algoritma support vector machine pada klasifikasi kelaparan ikan nila oreochromis niloticus,Teknik Informatika,2022,Hiskia Pulungan,"Andika Setiawan S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2201310054,Tingginya tingkat konsumsi ikan nila (Oreochromis niloticus) saat ini menyebabkan banyaknya budidaya ikan nila yang dijalankan oleh masyarakat. Dalam proses pembudidayaan ikan nila terdapat beberapa permasalahan yang dialami oleh pembudidaya. Besarnya biaya yang diperlukan untuk pemberian pakan meru...
119,Implementasi Algoritma Xgboost dengan Particle Swarm Optimization dalam Skrining Risiko Diabetes Melitus Tipe 2,implementasi algoritma xgboost dengan particle swarm optimization dalam skrining risiko diabetes melitus tipe 2,Teknik Informatika,2022,Siraz Tri Denira,"Ilham Firman Ashari, S.Kom., M.T.",https://repo.itera.ac.id/depan/submission/SB2208100022,"Diabetes Melitus merupakan penyakit serius berkepanjangan dan memiliki dampak yang besar dalam kehidupan dengan penyandang paling banyak di seluruh dunia. Terdapat 3 golongan utama diabetes, yaitu Diabetes Melitus Tipe 1 (T1DM), Diabetes Melitus Tipe 2 (T2DM), dan Diabetes Melitus Gestasional (GDM)...."
120,Implementasi Algoritme You Only Look Once Versi 3-Tiny (YOLOv3-Tiny) Untuk Menerjemahkan Citra Postur Tangan Sistem Isyarat Bahasa Indonesia (SIBI) Ke Dalam Huruf,implementasi algoritme you only look once versi 3 tiny yolov3 tiny untuk menerjemahkan citra postur tangan sistem isyarat bahasa indonesia sibi ke dalam huruf,Teknik Informatika,2020,Rahmad Nurhuda,"Rajif Agung Yunmar, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2102050021,"Bahasa isyarat merupakan bahasa yang sering digunakan oleh orang yang memiliki keterbatasan pendengaran dengan memanfaatkan postur tangan. Salah satu bahasa isyarat yang digunakan di Indonesia yaitu Sistem Isyarat Bahasa Indonesia (SIBI). Namun, tidak semua orang memahami bahasa isyarat sehingga dip..."
121,IMPLEMENTASI APLIKASI CHATBOT BERBASIS AIML MENGGUNAKAN CASE BASED REASONING PADA WEBSITE DIM ITERA (STUDI KASUS : PENGISIAN DIM PADA PENERIMAAN MAHASISWA BARU ITERA),implementasi aplikasi chatbot berbasis aiml menggunakan case based reasoning pada website dim itera studi kasus pengisian dim pada penerimaan mahasiswa baru itera,Teknik Informatika,2020,Ahmad Rizqi,"Rajif Agung Yunmar, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2009090004,"Pada penerimaan mahasiswa baru Institut Teknologi Sumatera (ITERA), pengisian data induk mahasiswa (DIM) adalah salah satu hal yang wajib dilakukan. Pada proses pengisian, mahasiswa baru seringkali mengalami kesulitan atau masalah. Mahasiswa baru dapat menyampaikan masalah tersebut ke website yang t..."
122,IMPLEMENTASI ARSITEKTUR MOBILENET PADA MODEL KLASIFIKASI JENIS JERAWAT INFLAMASI BERDASARKAN CITRA,implementasi arsitektur mobilenet pada model klasifikasi jenis jerawat inflamasi berdasarkan citra,Teknik Informatika,2025,Nova Yutavia,"Andika Setiawan, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2509020031,"Secara umum, jerawat dikategorikan dalam dua jenis, yaitu jerawat non inflamasi dan jerawat inflamasi (papula, pustula, nodula, dan kistik). Keterbatasan waktu, biaya, hingga akses menjadikan penderita jerawat melakukan penanganan secara mandiri yang mengakibatkan upaya pemulihan kurang maksimal kar..."
123,IMPLEMENTASI ARSITEKTUR UNSUPERVISED REINFORCEMENT WITH AUXILIARY LEARNING (UNREAL) UNTUK MENGEMBANGKAN AGEN CERDAS (STUDI KASUS: NES TETRIS),implementasi arsitektur unsupervised reinforcement with auxiliary learning unreal untuk mengembangkan agen cerdas studi kasus nes tetris,Teknik Informatika,2025,Revan Fauzi Algifari,"Winda Yulita, M.Cs.",https://repo.itera.ac.id/depan/submission/SB2503190004,"Video game memiliki peran penting dalam pengembangan kecerdasan buatan (AI) dan pembelajaran mesin (ML). Video game Tetris telah sering digunakan untuk mempelajari pengambilan keputusan berurutan, yang merupakan topik utama dalam ML. Tetris menghadirkan tantangan komputasional yang signifikan dari ..."
124,IMPLEMENTASI AUGMENTED REALITY PADA APLIKASI PENGENALAN BENCANA SEBAGAI MEDIA PEMBELAJARAN,implementasi augmented reality pada aplikasi pengenalan bencana sebagai media pembelajaran,Teknik Informatika,2021,Muhammad Ichsan Al Fatih,"Hartanto Tantriawan, S.Kom., M.Kom.",https://repo.itera.ac.id/depan/submission/SB2106030076,Bencana alam merupakan suatu peristiwa alam yang mengakibatkan dampak besar bagi populasi manusia. Kesiapan menghadapi bencana alam dapat dimulai dengan memiliki pengetahuan dalam mengetahui tanda-tanda bencana alam. Penelitian ini dilakukan sebagai media pembelajaran dengan cara mengimplementasi A...
125,Implementasi Augmented Reality Sebagai Media Belajar Membaca Anak Dengan Metode Marker-Based Tracking dan Metode Waterfall,implementasi augmented reality sebagai media belajar membaca anak dengan metode marker based tracking dan metode waterfall,Teknik Informatika,2022,Talitha Brillinia Batari,"Andika Setiawan S.Kom., M.Cs",https://repo.itera.ac.id/depan/submission/SB2301090006,"Di era sekarang ini, teknologi berkembang dengan pesat terutama pada bidang informasi. Pada awalnya mendapatkan informasi dari media massa, sekolah, media elektronik saja, dan sekarang telah berkembangnya teknologi Augmented Reality yang dapat diterapkan di bidang informasi. Augmented Reality m..."
126,Implementasi Augmented Reality Sebagai Media Belajar Sistem Isyarat Bahasa Indonesia Untuk Anak Penyandang Tuli Menggunakan Marker Based Tracking,implementasi augmented reality sebagai media belajar sistem isyarat bahasa indonesia untuk anak penyandang tuli menggunakan marker based tracking,Teknik Informatika,2023,Widodo Widodo,"Ilham Firman Ashari, S.Kom., M.T.",https://repo.itera.ac.id/depan/submission/SB2306080149,"Tuli merupakan kondisi seseorang yang kehilangan pendengarannya. Sehingga manusia yang memiliki kondisi tersebut akan berkomunikasi dengan bahasa isyarat. Oleh karena itu, bahasa isyarat penting dipelajari sejak dini. Namun, terdapat kesulitan pada pembelajaran dikarenakan peserta didik tidak menger..."
127,IMPLEMENTASI AUGMENTED REALITY SEBAGAI MEDIA INFORMASI KANDUNGAN DAN MANFAAT PADA SAYURAN DAUN DENGAN METODE MARKER-BASED TRACKING,implementasi augmented reality sebagai media informasi kandungan dan manfaat pada sayuran daun dengan metode marker based tracking,Teknik Informatika,2022,Gusti Made Adrian Putradinata,": Ilham Firman Ashari, S.Kom., M.T",https://repo.itera.ac.id/depan/submission/SB2208100001,"Dengan berkembangnya teknologi secara pesat dalam bidang media informasi, yang awalnya mendapat informasi dari media massa, sekolah, media elektronik dan berkembangnya teknologi Augmented Reality yang dapat diterapkan pada bidang informasi. Augmented Reality merupakan penggabungan benda maya dua dim..."
128,IMPLEMENTASI AUGMENTED REALITY SEBAGAI MEDIA PEMBELAJARAN KOGNITIF ANAK USIA DINI DENGAN METODE MARKERLESS,implementasi augmented reality sebagai media pembelajaran kognitif anak usia dini dengan metode markerless,Teknik Informatika,2023,Samlo Berutu,"Meida Cahyo Untoro, S.Kom., M.Kom.",https://repo.itera.ac.id/depan/submission/SB2301160098,"Anak usia dini memiliki perkembangan yang cepat, sehingga penting bagi orang tua dan pendidik untuk memberikan pembelajaran yang tepat agar kemampuan kognitif anak terus berkembang. Salah satu cara untuk meningkatkan perkembangan kognitif anak adalah dengan memberikan pembelajaran lingkungan alam, s..."
129,IMPLEMENTASI CENTRALIZED LOGGING SERVICE PADA MICROSERVICE SECARA ASINKRONUS MENGGUNAKAN MESSAGE QUEUE,implementasi centralized logging service pada microservice secara asinkronus menggunakan message queue,Teknik Informatika,2023,Muhammad Taufiq Hidayat,"Ilham Firman Ashari, S.Kom., M.T.",https://repo.itera.ac.id/depan/submission/SB2306050047,"Dalam perkembangan perusahaan digital di Indonesia, menerapkan arsitektur microservices sangat penting guna mempermudah memelihara kode, dan ekspansi dari aplikasi untuk memenuhi kebutuhan pengguna. Dengan arsitektur microservices yang terus berkembang, akan sulit bagi pengembang mengidentifikasi ma..."
130,IMPLEMENTASI CLUSTERING MENGGUNAKAN ALGORITMA K-MEDOID PADA MEDIA ONLINE,implementasi clustering menggunakan algoritma k medoid pada media online,Teknik Informatika,-0001,Irfan Gerard Wicaksono Mokalu,"Angga Wijaya S.Si., M.Si.",https://repo.itera.ac.id/depan/submission/SB2108210021,"Perkembangan zaman sangat cepat sehingga membuat pertukaran informasi menjadi penting, hal tersebut juga berlaku pada dunia jurnalistik atau pers (media) yang mengalami transformasi menjadi media online. Banyaknya informasi yang dihasilkan sehingga terjadi pembiasan terhadap informasi itu tersendiri..."
